release_date,title,vote_average,studio,domestic_gross,foreign_gross,year,Total_Revenue
2012-11-23,Rust and Bone,7.2,SPC,2100000.0,23700000.0,2012,25800000.0
2012-05-18,Hysteria,6.6,SPC,1800000.0,7700000.0,2012,9500000.0
2012-05-25,The Best Exotic Marigold Hotel,6.9,FoxS,46400000.0,90400000.0,2012,136800000.0
2012-11-02,This Must Be the Place,7.0,Wein.,144000.0,11600000.0,2012,11744000.0
2012-09-21,Trouble with the Curve,6.7,WB,35800000.0,13200000.0,2012,49000000.0
2012-07-13,The Imposter,7.4,IM,898000.0,1100000.0,2012,1998000.0
2012-03-09,Friends with Kids,5.8,RAtt.,7300000.0,5800000.0,2012,13100000.0
2012-08-07,Hope Springs,6.1,Sony,63500000.0,50700000.0,2012,114200000.0
2012-11-30,Universal Soldier: Day of Reckoning,5.3,Magn.,5500.0,364000.0,2012,369500.0
2012-10-05,The Paperboy,5.5,MNE,693000.0,661000.0,2012,1354000.0
2012-12-21,This Is 40,5.7,Uni.,67500000.0,20500000.0,2012,88000000.0
2012-08-06,Truth or Dare,5.6,Uni.,41400000.0,53900000.0,2018,95300000.0
2013-09-13,Truth or Dare,4.7,Uni.,41400000.0,53900000.0,2018,95300000.0
2014-06-15,Truth or Dare,7.0,Uni.,41400000.0,53900000.0,2018,95300000.0
2017-10-08,Truth or Dare,5.2,Uni.,41400000.0,53900000.0,2018,95300000.0
2018-04-13,Truth or Dare,6.0,Uni.,41400000.0,53900000.0,2018,95300000.0
2012-06-22,Seeking a Friend for the End of the World,6.4,Focus,7100000.0,2600000.0,2012,9700000.0
2012-02-03,W.E.,5.8,Wein.,583000.0,285000.0,2012,868000.0
2012-03-08,A Thousand Words,6.1,P/DW,18500000.0,3600000.0,2012,22100000.0
2012-01-19,Coriolanus,6.0,Wein.,757000.0,315000.0,2012,1072000.0
2012-08-24,The Apparition,4.3,WB,4900000.0,4700000.0,2012,9600000.0
2018-09-07,The Apparition,6.4,WB,4900000.0,4700000.0,2012,9600000.0
2012-08-17,Cosmopolis,5.4,EOne,764000.0,5300000.0,2012,6064000.0
2012-04-22,Elles,5.5,KL,158000.0,754000.0,2012,912000.0
2012-03-16,Casa De Mi Padre,5.2,LGF,5900000.0,2100000.0,2012,8000000.0
2012-11-09,A Royal Affair,7.4,Magn.,1500000.0,6000000.0,2012,7500000.0
2012-10-12,The Thieves,6.6,WGUSA,686000.0,82800000.0,2012,83486000.0
2012-06-29,Beasts of the Southern Wild,6.9,FoxS,12800000.0,8300000.0,2012,21100000.0
2012-01-06,The Devil Inside,4.7,Par.,53300000.0,48500000.0,2012,101800000.0
2012-08-10,2 Days in New York,5.6,Magn.,633000.0,1000000.0,2012,1633000.0
2012-03-16,Delicacy,6.3,Cohen,499000.0,9200000.0,2012,9699000.0
2013-04-20,Delicacy,8.0,Cohen,499000.0,9200000.0,2012,9699000.0
2012-08-03,360,5.8,Magn.,100000.0,1600000.0,2012,1700000.0
2012-09-07,The Words,6.6,CBS,11500000.0,1700000.0,2012,13200000.0
2012-07-05,Katy Perry: Part of Me,6.8,Par.,25300000.0,7400000.0,2012,32700000.0
2012-10-26,Fun Size,5.5,Par.,9400000.0,2000000.0,2012,11400000.0
2012-09-06,Bachelorette,5.4,RTWC,448000.0,11500000.0,2012,11948000.0
2012-01-04,Kill List,6.1,IFC,29100.0,143000.0,2012,172100.0
2012-12-07,Hyde Park on Hudson,5.3,Focus,6400000.0,2500000.0,2012,8900000.0
2012-08-03,Soldiers of Fortune,4.6,RAtt.,38900.0,1500000.0,2012,1538900.0
2012-04-06,We Have a Pope,6.9,IFC,548000.0,15600000.0,2012,16148000.0
2012-06-08,Bel Ami,5.2,Magn.,120000.0,8199999.0,2012,8319999.0
2012-01-13,Joyful Noise,6.4,WB,30900000.0,226000.0,2012,31126000.0
2012-02-03,Big Miracle,6.6,Uni.,20200000.0,4600000.0,2012,24800000.0
2012-12-07,Lay the Favorite,5.3,RTWC,21000.0,1600000.0,2012,1621000.0
2012-05-11,Girl in Progress,5.5,LGF,2600000.0,2000000.0,2012,4600000.0
2012-10-26,Chasing Mavericks,7.0,Fox,6000000.0,600.0,2012,6000600.0
2012-02-10,Chico & Rita,6.8,GK,351000.0,1900000.0,2012,2251000.0
2012-10-18,The Sessions,6.9,FoxS,6000000.0,3100000.0,2012,9100000.0
2012-06-27,The Angels' Share,7.1,IFC,347000.0,6700000.0,2013,7047000.0
2012-12-14,The Rabbi's Cat,6.8,GK,23400.0,3700000.0,2012,3723400.0
2012-05-11,I Wish,7.2,Magn.,146000.0,1400000.0,2012,1546000.0
2012-08-31,Chicken with Plums,7.2,SPC,254000.0,1200000.0,2012,1454000.0
2012-04-10,The Lady,6.9,Cohen,355000.0,3400000.0,2012,3755000.0
2012-04-20,Think Like a Man,6.9,SGem,91500000.0,4500000.0,2012,96000000.0
2012-04-13,A Simple Life,7.3,CL,192000.0,2600000.0,2012,2792000.0
2012-06-05,Declaration of War,7.1,IFC,59100.0,5800000.0,2012,5859100.0
2012-09-07,Branded,4.6,RAtt.,354000.0,3400000.0,2012,3754000.0
2012-04-20,Klown,6.5,Drft.,68800.0,12400000.0,2012,12468800.0
2012-06-01,Rowdy Rathore,5.9,UTV,777000.0,28600000.0,2012,29377000.0
2012-04-20,Chimpanzee,7.2,BV,29000000.0,5900000.0,2012,34900000.0
2012-07-06,Bol Bachchan,5.9,FIP,1200000.0,27600000.0,2012,28800000.0
2012-03-29,Breathing,7.1,KL,4600.0,803000.0,2012,807600.0
2012-03-16,Free Men,5.9,FM,53800.0,564000.0,2012,617800.0
2012-09-14,Resident Evil: Retribution,5.7,SGem,42300000.0,197700000.0,2012,240000000.0
2012-05-22,Serena,5.0,Magn.,176000.0,4900000.0,2015,5076000.0
2014-12-25,Serena,5.6,Magn.,176000.0,4900000.0,2015,5076000.0
2016-06-22,Serena,7.0,Magn.,176000.0,4900000.0,2015,5076000.0
2012-01-07,Morgan,6.7,Fox,3900000.0,4900000.0,2016,8800000.0
2016-09-02,Morgan,5.7,Fox,3900000.0,4900000.0,2016,8800000.0
2012-05-24,Split,5.3,Uni.,138300000.0,140200000.0,2017,278500000.0
2016-09-26,Split,7.2,Uni.,138300000.0,140200000.0,2017,278500000.0
2016-04-07,Split,5.0,Uni.,138300000.0,140200000.0,2017,278500000.0
2016-08-02,Split,4.8,Uni.,138300000.0,140200000.0,2017,278500000.0
2012-11-02,Wagner & Me,8.0,FRun,37700.0,41000.0,2012,78700.0
2012-07-07,Diana,7.0,EOne,335000.0,21400000.0,2013,21735000.0
2013-11-01,Diana,5.5,EOne,335000.0,21400000.0,2013,21735000.0
2012-07-14,Jackpot,6.0,DR,800.0,1100000.0,2014,1100800.0
2014-06-27,Jackpot,6.1,DR,800.0,1100000.0,2014,1100800.0
2012-06-09,Transcendence,5.5,WB,23000000.0,80000000.0,2014,103000000.0
2014-04-17,Transcendence,6.0,WB,23000000.0,80000000.0,2014,103000000.0
2013-05-03,Iron Man 3,6.9,BV,409000000.0,805800000.0,2013,1214800000.0
2013-11-08,Thor: The Dark World,6.7,BV,206400000.0,438200000.0,2013,644600000.0
2013-12-25,The Wolf of Wall Street,7.9,Par.,116900000.0,275100000.0,2013,392000000.0
2013-10-04,Gravity,7.2,WB,274100000.0,449100000.0,2013,723200000.0
2013-06-14,Man of Steel,6.5,WB,291000000.0,377000000.0,2013,668000000.0
2013-12-25,47 Ronin,6.0,Uni.,38400000.0,113400000.0,2013,151800000.0
2013-06-06,The Purge,6.2,Uni.,64500000.0,24900000.0,2013,89400000.0
2013-07-19,R.I.P.D.,5.6,Uni.,33600000.0,44700000.0,2013,78300000.0
2013-12-13,The Hobbit: The Desolation of Smaug,7.6,WB (NL),258399999.0,700000000.0,2013,958399999.0
2013-05-16,Star Trek Into Darkness,7.4,Par.,228800000.0,238600000.0,2013,467400000.0
2013-06-21,Monsters University,7.0,BV,268500000.0,475700000.0,2013,744200000.0
2013-11-22,The Hunger Games: Catching Fire,7.4,LGF,424700000.0,440300000.0,2013,865000000.0
2013-07-03,Despicable Me 2,6.9,Uni.,368100000.0,602700000.0,2013,970800000.0
2013-07-19,The Conjuring,7.5,WB (NL),137400000.0,182100000.0,2013,319500000.0
2013-04-18,Oblivion,6.5,Uni.,89100000.0,197100000.0,2013,286200000.0
2013-05-23,The Hangover Part III,6.1,WB,112200000.0,249800000.0,2013,362000000.0
2013-09-27,Cloudy with a Chance of Meatballs 2,6.4,Sony,119800000.0,154500000.0,2013,274300000.0
2013-01-04,Texas Chainsaw 3D,5.3,LGF,34300000.0,12900000.0,2013,47200000.0
2013-10-18,Escape Plan,6.7,LG/S,25100000.0,112200000.0,2013,137300000.0
2013-08-09,Elysium,6.4,TriS,93100000.0,193100000.0,2013,286200000.0
2013-09-06,Riddick,6.2,Uni.,42000000.0,56300000.0,2013,98300000.0
2013-06-28,The Heat,6.6,Fox,159600000.0,70300000.0,2013,229900000.0
2013-07-12,Pacific Rim,6.8,WB,101800000.0,309200000.0,2013,411000000.0
2013-05-31,Now You See Me,7.4,LG/S,117700000.0,234000000.0,2013,351700000.0
2013-10-30,12 Years a Slave,7.9,FoxS,56700000.0,131100000.0,2013,187800000.0
2013-08-21,The Mortal Instruments: City of Bones,6.3,SGem,31200000.0,64200000.0,2013,95400000.0
2013-04-12,Scary Movie 5,4.7,W/Dim.,32000000.0,46400000.0,2013,78400000.0
2013-03-22,The Croods,6.8,Fox,187200000.0,400000000.0,2013,587200000.0
2013-01-12,The Last Stand,5.9,LGF,12100000.0,36300000.0,2013,48400000.0
2013-02-14,A Good Day to Die Hard,5.2,Fox,67300000.0,237300000.0,2013,304600000.0
2013-08-07,Percy Jackson: Sea of Monsters,5.9,Fox,68600000.0,131300000.0,2013,199900000.0
2013-11-01,Ender's Game,6.6,LG/S,61700000.0,63800000.0,2013,125500000.0
2013-10-11,Captain Phillips,7.6,Sony,107100000.0,111700000.0,2013,218800000.0
2013-12-24,Lone Survivor,7.4,Uni.,125100000.0,29700000.0,2013,154800000.0
2013-03-29,G.I. Joe: Retaliation,5.5,Par.,122500000.0,253200000.0,2013,375700000.0
2013-01-25,Parker,5.8,FD,17600000.0,28600000.0,2013,46200000.0
2013-07-19,Turbo,6.1,Fox,83000000.0,199500000.0,2013,282500000.0
2013-08-02,2 Guns,6.5,Uni.,75600000.0,56300000.0,2013,131900000.0
2013-08-16,Kick-Ass 2,6.4,Uni.,28800000.0,32000000.0,2013,60800000.0
2013-08-07,We're the Millers,6.8,WB (NL),150400000.0,119600000.0,2013,270000000.0
2013-06-21,World War Z,6.7,Par.,202400000.0,337600000.0,2013,540000000.0
2013-11-27,Homefront,6.5,ORF,20200000.0,22900000.0,2013,43100000.0
2013-05-31,After Earth,5.1,Sony,60500000.0,183300000.0,2013,243800000.0
2013-09-21,Prisoners,8.0,WB,61000000.0,61100000.0,2013,122100000.0
2013-11-08,About Time,7.9,Uni.,15300000.0,71800000.0,2013,87100000.0
2013-05-24,Epic,6.4,Fox,107500000.0,160900000.0,2013,268400000.0
2013-08-09,Planes,5.8,BV,90300000.0,149000000.0,2013,239300000.0
2013-03-22,Olympus Has Fallen,6.2,FD,98900000.0,71300000.0,2013,170200000.0
2013-02-09,Identity Thief,5.8,Uni.,134500000.0,39500000.0,2013,174000000.0
2013-02-01,Warm Bodies,6.3,LG/S,66400000.0,50600000.0,2013,117000000.0
2013-01-11,Gangster Squad,6.3,WB,46000000.0,59200000.0,2013,105200000.0
2013-06-28,White House Down,6.4,Sony,73100000.0,132300000.0,2013,205400000.0
2013-03-27,The Place Beyond the Pines,6.9,Focus,21400000.0,14100000.0,2013,35500000.0
2013-07-31,The Smurfs 2,5.7,Sony,71000000.0,276500000.0,2013,347500000.0
2013-01-25,Movie 43,4.4,Rela.,8800000.0,23600000.0,2013,32400000.0
2013-09-27,Don Jon,5.9,Rela.,24500000.0,6000000.0,2013,30500000.0
2013-03-01,Jack the Giant Slayer,5.6,WB (NL),65200000.0,132500000.0,2013,197700000.0
2013-08-23,The World's End,6.7,Focus,26000000.0,20100000.0,2013,46100000.0
2013-05-10,Mud,7.0,RAtt.,21600000.0,11000000.0,2013,32600000.0
2013-07-03,The Lone Ranger,6.0,BV,89300000.0,171200000.0,2013,260500000.0
2013-12-12,American Hustle,6.8,Sony,150100000.0,101100000.0,2013,251200000.0
2013-12-12,American Hustle,6.8,Sony,150100000.0,101100000.0,2013,251200000.0
2013-03-14,Upside Down,6.2,MNE,105000.0,8000000.0,2013,8105000.0
2013-11-22,Dallas Buyers Club,7.9,Focus,27300000.0,27900000.0,2013,55200000.0
2013-11-22,Dallas Buyers Club,7.9,Focus,27300000.0,27900000.0,2013,55200000.0
2013-12-18,Anchorman 2: The Legend Continues,6.1,Par.,125200000.0,46300000.0,2013,171500000.0
2013-01-18,Mama,6.1,Uni.,71600000.0,74800000.0,2013,146400000.0
2013-06-14,Before Midnight,7.4,SPC,8100000.0,3100000.0,2013,11200000.0
2013-02-22,Dark Skies,6.1,W/Dim.,17400000.0,9000000.0,2013,26400000.0
2013-03-14,The Call,6.7,TriS,51900000.0,16700000.0,2013,68600000.0
2013-07-12,Grown Ups 2,5.9,Sony,133699999.0,113300000.0,2013,246999999.0
2013-04-25,The Big Wedding,5.8,LGF,21800000.0,24700000.0,2013,46500000.0
2013-11-01,Free Birds,5.8,Rela.,55800000.0,54600000.0,2013,110400000.0
2013-12-25,The Secret Life of Walter Mitty,7.1,Fox,58200000.0,129900000.0,2013,188100000.0
2013-03-01,Stoker,6.6,FoxS,1700000.0,10400000.0,2013,12100000.0
2013-03-15,Spring Breakers,5.0,A24,14100000.0,17600000.0,2013,31700000.0
2013-12-20,Walking with Dinosaurs,5.4,Fox,36100000.0,90500000.0,2013,126600000.0
2013-10-25,The Counselor,5.1,Fox,17000000.0,54000000.0,2013,71000000.0
2013-12-06,Inside Llewyn Davis,7.2,CBS,13200000.0,19700000.0,2013,32900000.0
2013-07-26,Blue Jasmine,7.0,SPC,33400000.0,64099999.0,2013,97499999.0
2013-10-02,Runner Runner,5.6,Fox,19300000.0,43400000.0,2013,62700000.0
2013-10-11,Machete Kills,5.5,ORF,8000000.0,7000000.0,2013,15000000.0
2013-03-08,Dead Man Down,6.0,FD,10900000.0,7200000.0,2013,18100000.0
2013-07-19,Only God Forgives,5.8,RTWC,779000.0,9900000.0,2013,10679000.0
2013-11-15,The Great Beauty,7.4,Jan.,2900000.0,18500000.0,2013,21400000.0
2013-10-18,All Is Lost,6.6,RAtt.,6300000.0,7400000.0,2013,13700000.0
2013-12-07,Khumba,5.6,MNE,1000.0,27200000.0,2013,27201000.0
2013-07-26,Fruitvale Station,7.4,Wein.,16100000.0,1300000.0,2013,17400000.0
2013-12-27,August: Osage County,6.9,Wein.,37700000.0,36500000.0,2013,74200000.0
2013-12-27,August: Osage County,6.9,Wein.,37700000.0,36500000.0,2013,74200000.0
2013-12-20,Saving Mr. Banks,7.4,BV,83300000.0,34600000.0,2013,117900000.0
2013-04-05,Trance,6.6,FoxS,2300000.0,21900000.0,2013,24200000.0
2013-11-15,Nebraska,7.4,Par.,17700000.0,10000000.0,2013,27700000.0
2013-12-19,The Past,7.3,SPC,1300000.0,9300000.0,2013,10600000.0
2013-03-15,The Incredible Burt Wonderstone,5.4,WB (NL),22500000.0,4900000.0,2013,27400000.0
2013-12-27,Labor Day,6.9,Par.,13400000.0,6900000.0,2014,20300000.0
2013-12-06,Out of the Furnace,6.6,Rela.,11300000.0,4300000.0,2013,15600000.0
2013-02-14,Safe Haven,7.1,Rela.,71300000.0,26200000.0,2013,97500000.0
2013-11-08,The Book Thief,7.5,Fox,21500000.0,55100000.0,2013,76600000.0
2013-08-30,The Grandmaster,6.5,Wein.,6600000.0,57500000.0,2013,64100000.0
2013-11-27,Philomena,7.4,Wein.,37700000.0,62400000.0,2013,100100000.0
2013-04-26,Kon-Tiki,7.0,Wein.,1500000.0,21300000.0,2013,22800000.0
2013-10-25,Jackass Presents: Bad Grandpa,6.0,Par.,102000000.0,49800000.0,2013,151800000.0
2013-09-18,Enough Said,6.7,FoxS,17600000.0,7700000.0,2013,25300000.0
2013-09-27,Baggage Claim,5.4,FoxS,21600000.0,887000.0,2013,22487000.0
2013-11-15,The Best Man Holiday,6.6,Uni.,70500000.0,2300000.0,2013,72800000.0
2013-07-03,Kevin Hart: Let Me Explain,6.9,LG/S,32200000.0,74000.0,2013,32274000.0
2013-04-04,The Company You Keep,6.1,SPC,5100000.0,14500000.0,2013,19600000.0
2013-02-10,A Letter to Momo,7.6,GK,71700.0,6700000.0,2014,6771700.0
2013-01-10,Quartet,6.6,Wein.,18400000.0,41100000.0,2013,59500000.0
2013-12-25,Mandela: Long Walk to Freedom,6.9,Wein.,8300000.0,19000000.0,2013,27300000.0
2013-08-16,Ain't Them Bodies Saints,6.2,IFC,397000.0,635000.0,2013,1032000.0
2013-10-06,The Immigrant,6.2,Wein.,2000000.0,3800000.0,2014,5800000.0
2013-05-31,The East,6.6,FoxS,2300000.0,99700.0,2013,2399700.0
2013-08-16,Jobs,6.1,ORF,16100000.0,19800000.0,2013,35900000.0
2013-11-22,Delivery Man,6.2,BV,30700000.0,19300000.0,2013,50000000.0
2013-12-25,Grudge Match,6.0,WB,29800000.0,15100000.0,2013,44900000.0
2013-04-19,In the House,7.4,Cohen,390000.0,11500000.0,2013,11890000.0
2013-04-30,Tai Chi Hero,6.2,WGUSA,35100.0,347000.0,2013,382100.0
2013-02-10,I Give It a Year,5.4,Magn.,34700.0,28200000.0,2013,28234700.0
2013-09-27,Young Detective Dee: Rise of the Sea Dragon,6.1,WAMCR,87800.0,72200000.0,2013,72287800.0
2013-09-06,Populaire,6.6,Wein.,179000.0,5300000.0,2013,5479000.0
2013-08-09,Lovelace,6.0,RTWC,357000.0,1200000.0,2013,1557000.0
2013-10-25,Blue Is the Warmest Color,7.1,IFC,2200000.0,5200000.0,2013,7400000.0
2013-09-12,The Love Punch,5.8,KE,267000.0,4500000.0,2014,4767000.0
2013-01-11,A Haunted House,5.5,ORF,40000000.0,20100000.0,2013,60100000.0
2013-02-14,The Berlin File,6.8,CJ,665000.0,48300000.0,2013,48965000.0
2013-08-30,Instructions Not Included,7.6,LGF,44500000.0,54600000.0,2013,99100000.0
2013-12-20,Dhoom 3,5.9,Yash,8000000.0,80000000.0,2013,88000000.0
2013-09-19,Haute Cuisine,6.2,Wein.,218000.0,11200000.0,2013,11418000.0
2013-10-18,The Fifth Estate,5.9,BV,3300000.0,5300000.0,2013,8600000.0
2013-11-01,Last Vegas,6.4,CBS,63900000.0,70500000.0,2013,134400000.0
2013-03-01,The Sweeney,5.9,EOne,26700.0,6300000.0,2013,6326700.0
2013-05-31,Shadow Dancer,6.0,Magn.,101000.0,319000.0,2013,420000.0
2013-01-18,Whiplash,7.9,SPC,13100000.0,35900000.0,2014,49000000.0
2014-10-10,Whiplash,8.4,SPC,13100000.0,35900000.0,2014,49000000.0
2013-03-22,The Sapphires,6.7,Wein.,2500000.0,18000000.0,2013,20500000.0
2013-10-10,Mood Indigo,6.1,Drft.,303000.0,9500000.0,2014,9803000.0
2013-05-17,Pieta,7.1,Drft.,22100.0,3600000.0,2013,3622100.0
2013-09-21,Battle of the Year,6.1,SGem,8900000.0,7700000.0,2013,16600000.0
2013-11-11,Ragnarok,5.6,Magn.,1400.0,3700000.0,2014,3701400.0
2013-10-25,Capital,5.7,Cohen,102000.0,2400000.0,2013,2502000.0
2013-06-07,The Wall,6.7,RAtt.,1800000.0,2700000.0,2017,4500000.0
2017-05-12,The Wall,6.1,RAtt.,1800000.0,2700000.0,2017,4500000.0
2013-03-07,The Silence,6.4,MBox,100000.0,132000.0,2013,232000.0
1964-02-03,The Silence,7.6,MBox,100000.0,132000.0,2013,232000.0
2013-11-15,A Coffee in Berlin,7.2,MBox,150000.0,2600000.0,2014,2750000.0
2013-11-18,Wetlands,5.3,Strand,59500.0,10500000.0,2014,10559500.0
2017-09-15,Wetlands,5.0,Strand,59500.0,10500000.0,2014,10559500.0
2013-10-04,The Face Reader,6.5,PM&E,516000.0,54100000.0,2013,54616000.0
2013-07-26,Tiny Times,4.3,CL,23500.0,77700000.0,2013,77723500.0
2013-03-29,Mental,6.3,Da.,17700.0,3600000.0,2013,3617700.0
2013-02-05,Lost in Thailand,6.5,WAMCR,57400.0,197700000.0,2013,197757400.0
2013-07-25,The Wolverine,6.3,Fox,132600000.0,282300000.0,2013,414900000.0
2013-09-06,Salinger,6.5,Wein.,584000.0,67000.0,2013,651000.0
2013-04-12,Fists of Legend,7.0,CJ,134000.0,5300000.0,2013,5434000.0
2013-09-29,Wonder Woman,5.9,WB,412600000.0,409300000.0,2017,821900000.0
2017-06-02,Wonder Woman,7.3,WB,412600000.0,409300000.0,2017,821900000.0
2013-10-05,Pulling Strings,6.0,LGF,5800000.0,2000000.0,2013,7800000.0
2013-11-29,Non-Stop,5.6,Uni.,92200000.0,130600000.0,2014,222800000.0
2014-02-28,Non-Stop,6.8,Uni.,92200000.0,130600000.0,2014,222800000.0
2013-05-22,Fast & Furious 6,6.8,Uni.,238700000.0,550000000.0,2013,788700000.0
2013-12-03,The Nun,6.1,WB (NL),117500000.0,248100000.0,2018,365600000.0
2018-09-07,The Nun,5.6,WB (NL),117500000.0,248100000.0,2018,365600000.0
2013-12-20,Personal Tailor,5.1,CL,376000.0,115800000.0,2013,116176000.0
2013-08-16,You Will Be My Son,6.6,Cohen,285000.0,3600000.0,2013,3885000.0
2013-11-27,Black Nativity,5.7,FoxS,7000000.0,436000.0,2013,7436000.0
2013-01-17,May in the Summer,5.9,Cohen,22000.0,112000.0,2014,134000.0
2013-11-16,Jerusalem,6.7,NGE,8000000.0,1300000.0,2013,9300000.0
2013-04-23,Inhumans,7.7,Imax,1500000.0,1300000.0,2017,2800000.0
2013-11-12,Searching,8.7,SGem,26000000.0,49400000.0,2018,75400000.0
2018-08-24,Searching,7.6,SGem,26000000.0,49400000.0,2018,75400000.0
2013-09-09,Noah,7.6,Par.,101200000.0,261399999.0,2014,362599999.0
2014-03-28,Noah,5.6,Par.,101200000.0,261399999.0,2014,362599999.0
2014-03-25,Noah,7.5,Par.,101200000.0,261399999.0,2014,362599999.0
2013-03-29,Violeta Went to Heaven,7.1,KL,21500.0,1200000.0,2013,1221500.0
2013-07-01,Adrift,7.0,STX,31400000.0,28500000.0,2018,59900000.0
2018-06-01,Adrift,6.7,STX,31400000.0,28500000.0,2018,59900000.0
2013-03-29,White Elephant,6.6,Strand,8900.0,4400000.0,2013,4408900.0
2013-06-07,The Internship,6.2,Fox,44700000.0,48800000.0,2013,93500000.0
2014-10-24,John Wick,7.2,LG/S,43000000.0,45700000.0,2014,88700000.0
2014-12-17,The Hobbit: The Battle of the Five Armies,7.3,WB (NL),255100000.0,700900000.0,2014,956000000.0
2014-08-01,Guardians of the Galaxy,7.9,BV,333200000.0,440200000.0,2014,773400000.0
2014-05-23,X-Men: Days of Future Past,7.5,Fox,233900000.0,513900000.0,2014,747800000.0
2014-09-19,The Maze Runner,7.1,Fox,102400000.0,245900000.0,2014,348300000.0
2014-11-07,Big Hero 6,7.8,BV,222500000.0,435300000.0,2014,657800000.0
2014-11-07,Big Hero 6,7.8,BV,222500000.0,435300000.0,2014,657800000.0
2014-11-21,The Hunger Games: Mockingjay - Part 1,6.8,LGF,337100000.0,418200000.0,2014,755300000.0
2014-12-19,The Imitation Game,8.1,Wein.,91100000.0,142400000.0,2014,233500000.0
2014-10-03,Gone Girl,7.9,Fox,167800000.0,201600000.0,2014,369400000.0
2014-10-03,Dracula Untold,6.2,Uni.,56300000.0,160800000.0,2014,217100000.0
2014-09-26,The Equalizer,7.2,Sony,101500000.0,90800000.0,2014,192300000.0
2014-11-05,Interstellar,8.2,Par.,188000000.0,489400000.0,2014,677400000.0
2014-07-18,The Purge: Anarchy,6.6,Uni.,72000000.0,40000000.0,2014,112000000.0
2014-07-11,Dawn of the Planet of the Apes,7.3,Fox,208500000.0,502100000.0,2014,710600000.0
2014-06-13,How to Train Your Dragon 2,7.7,Fox,177000000.0,444500000.0,2014,621500000.0
2014-12-12,Exodus: Gods and Kings,5.7,Fox,65000000.0,203200000.0,2014,268200000.0
2015-02-13,Kingsman: The Secret Service,7.6,Fox,128300000.0,286100000.0,2015,414400000.0
2015-02-13,Kingsman: The Secret Service,7.6,Fox,128300000.0,286100000.0,2015,414400000.0
2014-10-31,Nightcrawler,7.7,ORF,32400000.0,6300000.0,2014,38700000.0
2014-02-21,Pompeii,5.4,TriS,23200000.0,94600000.0,2014,117800000.0
2014-10-17,Birdman,7.4,FoxS,42300000.0,60900000.0,2014,103200000.0
2014-06-27,Transformers: Age of Extinction,5.8,Par.,245400000.0,858600000.0,2014,1104000000.0
2014-11-26,Penguins of Madagascar,6.4,Fox,83400000.0,289700000.0,2014,373100000.0
2014-05-02,The Amazing Spider-Man 2,6.4,Sony,202900000.0,506100000.0,2014,709000000.0
2014-07-18,Sex Tape,5.3,Sony,38500000.0,87500000.0,2014,126000000.0
2014-12-19,Night at the Museum: Secret of the Tomb,6.1,Fox,113700000.0,249500000.0,2014,363200000.0
2014-06-06,Edge of Tomorrow,7.6,WB,100200000.0,270300000.0,2014,370500000.0
2014-09-19,A Walk Among the Tombstones,6.3,Uni.,26300000.0,26900000.0,2014,53200000.0
2014-05-30,Maleficent,7.0,BV,241400000.0,517100000.0,2014,758500000.0
2014-08-15,The Expendables 3,6.1,LGF,39300000.0,175300000.0,2014,214600000.0
2014-12-25,American Sniper,7.4,WB,350100000.0,197300000.0,2014,547400000.0
2014-12-25,American Sniper,7.4,WB,350100000.0,197300000.0,2014,547400000.0
2014-11-26,Horrible Bosses 2,6.2,WB,54400000.0,53200000.0,2014,107600000.0
2014-08-13,Let's Be Cops,6.3,Fox,82400000.0,55800000.0,2014,138200000.0
2014-03-07,The Grand Budapest Hotel,8.0,FoxS,59300000.0,115500000.0,2014,174800000.0
2014-04-11,Rio 2,6.3,Fox,131500000.0,368600000.0,2014,500100000.0
2014-04-04,Captain America: The Winter Soldier,7.7,BV,259800000.0,454500000.0,2014,714300000.0
2014-08-27,The November Man,6.1,Rela.,25000000.0,7500000.0,2014,32500000.0
2014-03-21,Divergent,6.9,LG/S,150900000.0,137900000.0,2014,288800000.0
2014-07-25,Lucy,6.3,Uni.,126700000.0,336700000.0,2014,463400000.0
2014-10-10,The Judge,7.3,WB,47100000.0,37300000.0,2014,84400000.0
2018-04-13,The Judge,7.5,WB,47100000.0,37300000.0,2014,84400000.0
2014-10-31,St. Vincent,7.1,Wein.,44100000.0,10700000.0,2014,54800000.0
2014-11-14,Dumb and Dumber To,5.5,Uni.,86200000.0,83600000.0,2014,169800000.0
2014-10-11,Escobar: Paradise Lost,6.3,RTWC,196000.0,3600000.0,2015,3796000.0
2014-05-09,Chef,7.1,ORF,31400000.0,14500000.0,2014,45900000.0
2014-02-21,The Wind Rises,7.8,BV,5200000.0,112700000.0,2014,117900000.0
2014-10-24,Ouija,5.1,Uni.,50900000.0,52700000.0,2014,103600000.0
2014-05-09,Neighbors,6.2,Uni.,150200000.0,120500000.0,2014,270700000.0
2014-09-12,The Drop,6.7,FoxS,10700000.0,7900000.0,2014,18600000.0
2014-06-27,Snowpiercer,6.8,RTWC,4600000.0,82200000.0,2014,86800000.0
2014-03-14,Enemy,6.9,A24,1000000.0,2400000.0,2014,3400000.0
2015-01-09,Inherent Vice,6.6,WB,8100000.0,6600000.0,2014,14700000.0
2015-01-09,Inherent Vice,6.6,WB,8100000.0,6600000.0,2014,14700000.0
2014-10-03,Annabelle,5.6,WB (NL),84300000.0,172800000.0,2014,257100000.0
2014-08-05,Dragon Ball Z: Battle of Gods,6.6,SV,2600000.0,47800000.0,2014,50400000.0
